PlayerName,Team,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G60,A60,FirstA60,Points60,Shots60,iFenwick60,iCorsi60,IGP,IAP,IPP,Year,Position,Situation
"HOSSA, MARIAN",Pittsburgh,960:09:00,14,14,8,28,161,204,262,8.7,0.875,0.875,0.5,1.75,10.06,12.748,16.372,40,40,80,2007,Forward,5v5
"MUELLER, PETER",Phoenix,997:25:00,13,16,14,29,141,199,243,9.22,0.782,0.963,0.842,1.74,8.48,11.971,14.618,33.3,41,74.4,2007,Forward,5v5
"PARISE, ZACH",New Jersey,1041:52:00,14,16,9,30,166,232,268,8.43,0.806,0.921,0.518,1.73,9.56,13.361,15.434,35,40,75,2007,Forward,5v5
"MAIR, ADAM",Buffalo,593:33:00,5,12,6,17,55,71,90,9.09,0.505,1.213,0.607,1.72,5.56,7.177,9.098,23.8,57.1,81,2007,Forward,5v5
"ZUBRUS, DAINIUS",New Jersey,1013:25:00,8,21,12,29,86,128,172,9.3,0.474,1.243,0.711,1.72,5.09,7.578,10.183,19.5,51.2,70.7,2007,Forward,5v5
"TALBOT, MAXIME",Pittsburgh,736:22:00,9,12,6,21,63,77,98,14.29,0.733,0.978,0.489,1.71,5.13,6.274,7.985,36,48,84,2007,Forward,5v5
"PEVERLEY, RICH",Nashville,315:41:00,4,5,3,9,40,55,62,10,0.76,0.95,0.57,1.71,7.6,10.454,11.784,33.3,41.7,75,2007,Forward,5v5
"EAVES, PATRICK",Carolina,386:07:00,3,8,6,11,71,96,119,4.23,0.466,1.243,0.932,1.71,11.03,14.918,18.492,20,53.3,73.3,2007,Forward,5v5
"ZHERDEV, NIKOLAI",Columbus,1158:52:00,18,15,12,33,189,243,313,9.52,0.932,0.777,0.621,1.71,9.79,12.581,16.206,46.1,38.5,84.6,2007,Forward,5v5
"RUUTU, TUOMO",Carolina,918:45:00,6,20,15,26,80,113,148,7.5,0.392,1.306,0.98,1.7,5.22,7.38,9.665,13.6,45.5,59.1,2007,Forward,5v5
"CAMMALLERI, MIKE",Los Angeles,849:31:00,9,15,8,24,114,173,221,7.89,0.636,1.059,0.565,1.7,8.05,12.219,15.609,26.5,44.1,70.6,2007,Forward,5v5
"SETOGUCHI, DEVIN",San Jose,495:36:00,8,6,5,14,76,106,129,10.53,0.969,0.726,0.605,1.69,9.2,12.833,15.617,36.4,27.3,63.6,2007,Forward,5v5
"MORRISON, BRENDAN",Vancouver,390:19:00,6,5,1,11,38,53,69,15.79,0.922,0.769,0.154,1.69,5.84,8.147,10.607,40,33.3,73.3,2007,Forward,5v5
"AUCOIN, KEITH",Carolina,390:44:00,5,6,3,11,51,66,86,9.8,0.768,0.921,0.461,1.69,7.83,10.135,13.206,33.3,40,73.3,2007,Forward,5v5
"STILLMAN, CORY",Ottawa,1030:27:00,10,19,9,29,102,147,186,9.8,0.582,1.106,0.524,1.69,5.94,8.559,10.83,29.4,55.9,85.3,2007,Forward,5v5
"UPSHALL, SCOTTIE",Philadelphia,678:13:00,8,11,7,19,102,142,173,7.84,0.708,0.973,0.619,1.68,9.02,12.562,15.305,30.8,42.3,73.1,2007,Forward,5v5
"MCGRATTAN, BRIAN",Ottawa,107:14:00,0,3,1,3,11,15,15,0,0,1.679,0.559,1.68,6.15,8.393,8.393,0,100,100,2007,Forward,5v5
"SANDERSON, GEOFF",Edmonton,357:53:00,2,8,3,10,34,41,47,5.88,0.335,1.341,0.503,1.68,5.7,6.874,7.88,16.7,66.7,83.3,2007,Forward,5v5
"JOKINEN, OLLI",Florida,1216:53:00,14,20,15,34,203,267,332,6.9,0.69,0.986,0.74,1.68,10.01,13.165,16.37,31.8,45.5,77.3,2007,Forward,5v5
"WHITNEY, RAY",Carolina,823:20:00,15,8,4,23,122,174,216,12.3,1.093,0.583,0.291,1.68,8.89,12.68,15.741,46.9,25,71.9,2007,Forward,5v5
"ROENICK, JEREMY",San Jose,716:17:00,7,13,6,20,60,86,100,11.67,0.586,1.089,0.503,1.68,5.03,7.204,8.377,25,46.4,71.4,2007,Forward,5v5
"HLAVAC, JAN",Nashville,1039:40:00,12,17,8,29,117,175,214,10.26,0.693,0.981,0.462,1.67,6.75,10.099,12.35,30,42.5,72.5,2007,Forward,5v5
"FIDDLER, VERNON",Nashville,827:06:00,7,16,10,23,73,100,126,9.59,0.508,1.161,0.725,1.67,5.3,7.254,9.14,23.3,53.3,76.7,2007,Forward,5v5
"GUERIN, BILL",NY Islanders,1044:16:00,15,14,9,29,164,222,285,9.15,0.862,0.804,0.517,1.67,9.42,12.755,16.375,39.5,36.8,76.3,2007,Forward,5v5
"KOPITAR, ANZE",Los Angeles,1188:25:00,13,20,12,33,121,177,222,10.74,0.656,1.01,0.606,1.67,6.11,8.936,11.208,28.9,44.4,73.3,2007,Forward,5v5
"HALPERN, JEFF",Tampa Bay,1008:37:00,14,14,9,28,105,137,191,13.33,0.833,0.833,0.535,1.67,6.25,8.15,11.362,40,40,80,2007,Forward,5v5
"LETOWSKI, TREVOR",Carolina,541:09:00,8,7,3,15,52,67,92,15.38,0.887,0.776,0.333,1.66,5.77,7.429,10.2,50,43.8,93.8,2007,Forward,5v5
"PURCELL, TEDDY",Los Angeles,108:28:00,1,2,2,3,9,16,21,11.11,0.553,1.106,1.106,1.66,4.98,8.851,11.617,20,40,60,2007,Forward,5v5
"BACKES, DAVID",St. Louis,834:49:00,9,14,6,23,103,137,165,8.74,0.647,1.006,0.431,1.65,7.4,9.847,11.859,25.7,40,65.7,2007,Forward,5v5
"FISHER, MIKE",Ottawa,1016:47:00,12,16,11,28,160,211,258,7.5,0.708,0.944,0.649,1.65,9.44,12.451,15.225,40,53.3,93.3,2007,Forward,5v5
"HOLMSTROM, TOMAS",Detroit,762:36:00,9,12,6,21,84,130,153,10.71,0.708,0.944,0.472,1.65,6.61,10.228,12.038,22,29.3,51.2,2007,Forward,5v5
"BERNIER, STEVE",Buffalo,798:57:00,12,10,7,22,97,128,154,12.37,0.901,0.751,0.526,1.65,7.28,9.613,11.565,35.3,29.4,64.7,2007,Forward,5v5
"STEEN, ALEXANDER",Toronto,944:13:00,10,16,10,26,129,190,246,7.75,0.635,1.017,0.635,1.65,8.2,12.073,15.632,23.3,37.2,60.5,2007,Forward,5v5
"LAROSE, CHAD",Carolina,656:45:00,9,9,8,18,102,131,169,8.82,0.822,0.822,0.731,1.64,9.32,11.968,15.44,30,30,60,2007,Forward,5v5
"MCLEAN, BRETT",Florida,768:24:00,9,12,7,21,101,129,165,8.91,0.703,0.937,0.547,1.64,7.89,10.073,12.884,32.1,42.9,75,2007,Forward,5v5
"KELLY, CHRIS",Ottawa,914:59:00,9,16,9,25,97,129,169,9.28,0.59,1.049,0.59,1.64,6.36,8.459,11.082,25.7,45.7,71.4,2007,Forward,5v5
"ELIAS, PATRIK",New Jersey,880:20:00,9,15,9,24,161,207,268,5.59,0.613,1.022,0.613,1.64,10.97,14.108,18.266,28.1,46.9,75,2007,Forward,5v5
"NASLUND, MARKUS",Vancouver,1027:13:00,13,15,9,28,150,203,248,8.67,0.759,0.876,0.526,1.64,8.76,11.857,14.486,30.2,34.9,65.1,2007,Forward,5v5
"MALHOTRA, MANNY",Columbus,844:41:00,8,15,11,23,88,114,147,9.09,0.568,1.065,0.781,1.63,6.25,8.098,10.442,27.6,51.7,79.3,2007,Forward,5v5
"SATAN, MIROSLAV",NY Islanders,1031:36:00,11,17,15,28,122,165,242,9.02,0.64,0.989,0.872,1.63,7.1,9.597,14.075,28.2,43.6,71.8,2007,Forward,5v5
"ERIKSSON, LOUI",Dallas,814:47:00,9,13,9,22,105,140,169,8.57,0.663,0.957,0.663,1.62,7.73,10.309,12.445,28.1,40.6,68.8,2007,Forward,5v5
"MADDEN, JOHN",New Jersey,1078:09:00,12,17,11,29,130,167,210,9.23,0.668,0.946,0.612,1.61,7.23,9.294,11.687,30,42.5,72.5,2007,Forward,5v5
"THORBURN, CHRIS",Winnipeg,632:57:00,5,12,6,17,71,89,102,7.04,0.474,1.137,0.569,1.61,6.73,8.437,9.669,23.8,57.1,80.9,2007,Forward,5v5
"WEISS, STEPHEN",Florida,971:14:00,8,18,10,26,83,113,148,9.64,0.494,1.112,0.618,1.61,5.13,6.981,9.143,17.8,40,57.8,2007,Forward,5v5
"WINNIK, DANIEL",Phoenix,862:57:00,11,12,4,23,110,133,158,10,0.765,0.834,0.278,1.6,7.65,9.247,10.986,39.3,42.9,82.1,2007,Forward,5v5
"JAFFRAY, JASON",Vancouver,187:38:00,1,4,3,5,12,15,19,8.33,0.32,1.279,0.959,1.6,3.84,4.797,6.076,16.7,66.7,83.3,2007,Forward,5v5
"BEECH, KRIS",Pittsburgh,225:16:00,3,3,2,6,23,26,29,13.04,0.799,0.799,0.533,1.6,6.13,6.925,7.724,42.9,42.9,85.7,2007,Forward,5v5
"AFINOGENOV, MAXIM",Buffalo,678:19:00,9,9,5,18,84,115,160,10.71,0.796,0.796,0.442,1.59,7.43,10.172,14.153,39.1,39.1,78.3,2007,Forward,5v5
"NEIL, CHRIS",Ottawa,754:10:00,6,14,11,20,70,96,123,8.57,0.477,1.114,0.875,1.59,5.57,7.638,9.786,17.1,40,57.1,2007,Forward,5v5
"CONROY, CRAIG",Calgary,944:19:00,10,15,7,25,82,112,143,12.2,0.635,0.953,0.445,1.59,5.21,7.116,9.086,25,37.5,62.5,2007,Forward,5v5
"MOSS, DAVID",Calgary,415:33:00,4,7,5,11,48,71,91,8.33,0.578,1.011,0.722,1.59,6.93,10.252,13.139,28.6,50,78.6,2007,Forward,5v5
"STEMPNIAK, LEE",St. Louis,951:34:00,10,15,10,25,110,152,197,9.09,0.63,0.946,0.63,1.58,6.94,9.584,12.422,29.4,44.1,73.5,2007,Forward,5v5
"CLARK, CHRIS",Washington,228:53:00,4,2,1,6,21,35,43,19.05,1.049,0.524,0.262,1.57,5.5,9.175,11.272,44.4,22.2,66.7,2007,Forward,5v5
"GRATTON, CHRIS",Tampa Bay,610:56:00,8,8,2,16,73,100,123,10.96,0.786,0.786,0.196,1.57,7.17,9.821,12.08,36.4,36.4,72.7,2007,Forward,5v5
"SHANAHAN, BRENDAN",NY Rangers,804:26:00,7,14,6,21,134,175,220,5.22,0.522,1.044,0.448,1.57,9.99,13.053,16.409,22.6,45.2,67.7,2007,Forward,5v5
"KREPS, KAMIL",Florida,766:08:00,7,13,4,20,77,93,119,9.09,0.548,1.018,0.313,1.57,6.03,7.283,9.319,24.1,44.8,69,2007,Forward,5v5
"DRURY, CHRIS",NY Rangers,959:48:00,13,12,8,25,120,156,182,10.83,0.813,0.75,0.5,1.56,7.5,9.752,11.377,38.2,35.3,73.5,2007,Forward,5v5
"LAPIERRE, MAXIM",Montreal,578:00:00,6,9,4,15,60,77,88,10,0.623,0.934,0.415,1.56,6.23,7.993,9.135,31.6,47.4,79,2007,Forward,5v5
"FRITSCHE, DAN",Columbus,732:27:00,7,12,9,19,95,116,133,7.37,0.573,0.983,0.737,1.56,7.78,9.502,10.895,25,42.9,67.9,2007,Forward,5v5
"RYAN, BOBBY",Anaheim,193:09:00,1,4,3,5,26,33,40,3.85,0.311,1.243,0.932,1.55,8.08,10.251,12.426,16.7,66.7,83.3,2007,Forward,5v5
"PARRISH, MARK",Minnesota,657:01:00,9,8,6,17,64,90,106,14.06,0.822,0.731,0.548,1.55,5.84,8.219,9.68,34.6,30.8,65.4,2007,Forward,5v5
"BROWN, DUSTIN",Los Angeles,1084:53:00,16,12,8,28,146,197,258,10.96,0.885,0.664,0.442,1.55,8.07,10.895,14.269,42.1,31.6,73.7,2007,Forward,5v5
"LEHTINEN, JERE",Dallas,582:50:00,6,9,5,15,83,113,152,7.23,0.618,0.926,0.515,1.54,8.54,11.633,15.648,25,37.5,62.5,2007,Forward,5v5
"KESSEL, PHIL",Boston,1010:22:00,11,15,6,26,159,224,290,6.92,0.653,0.891,0.356,1.54,9.44,13.302,17.221,28.2,38.5,66.7,2007,Forward,5v5
"SAMUELSSON, MIKAEL",Detroit,935:43:00,6,18,10,24,180,230,280,3.33,0.385,1.154,0.641,1.54,11.54,14.748,17.954,14.6,43.9,58.5,2007,Forward,5v5
"CARTER, RYAN",Anaheim,312:26:00,4,4,4,8,54,77,88,7.41,0.768,0.768,0.768,1.54,10.37,14.787,16.9,44.4,44.4,88.9,2007,Forward,5v5
"RUCINSKY, MARTIN",St. Louis,430:32:00,4,7,6,11,46,64,73,8.7,0.557,0.976,0.836,1.53,6.41,8.919,10.173,30.8,53.8,84.6,2007,Forward,5v5
"RUZICKA, STEFAN",Philadelphia,117:25:00,1,2,2,3,10,15,19,10,0.511,1.022,1.022,1.53,5.11,7.665,9.709,14.3,28.6,42.9,2007,Forward,5v5
"LOMBARDI, MATTHEW",Calgary,1020:04:00,9,17,8,26,132,186,230,6.82,0.529,1,0.471,1.53,7.76,10.941,13.528,33.3,63,96.3,2007,Forward,5v5
"OKPOSO, KYLE",NY Islanders,117:44:00,1,2,1,3,12,15,23,8.33,0.51,1.019,0.51,1.53,6.12,7.644,11.721,25,50,75,2007,Forward,5v5
"SHANNON, RYAN",Vancouver,236:03:00,1,5,4,6,20,31,38,5,0.254,1.271,1.017,1.53,5.08,7.88,9.659,11.1,55.6,66.7,2007,Forward,5v5
"FEDOTENKO, RUSLAN",NY Islanders,867:18:00,8,14,8,22,85,121,162,9.41,0.553,0.969,0.553,1.52,5.88,8.371,11.207,27.6,48.3,75.9,2007,Forward,5v5
"HUNTER, TRENT",NY Islanders,989:53:00,7,18,9,25,150,204,263,4.67,0.424,1.091,0.545,1.52,9.09,12.365,15.941,21.9,56.3,78.1,2007,Forward,5v5
"METROPOLIT, GLEN",Boston,991:01:00,9,16,9,25,122,157,185,7.38,0.545,0.969,0.545,1.51,7.39,9.505,11.201,27.3,48.5,75.8,2007,Forward,5v5
"PERRIN, ERIC",Winnipeg,995:23:00,7,18,10,25,81,114,164,8.64,0.422,1.085,0.603,1.51,4.88,6.872,9.886,20.6,52.9,73.5,2007,Forward,5v5
"HIGGINS, CHRIS",Montreal,997:14:00,13,12,8,25,154,209,258,8.44,0.782,0.722,0.481,1.5,9.27,12.575,15.523,36.1,33.3,69.4,2007,Forward,5v5
"LATENDRESSE, GUILLAUME",Montreal,758:03:00,11,8,6,19,96,134,171,11.46,0.871,0.633,0.475,1.5,7.6,10.606,13.535,40.7,29.6,70.4,2007,Forward,5v5
"LITTLE, BRYAN",Winnipeg,559:04:00,4,10,9,14,63,76,93,6.35,0.429,1.073,0.966,1.5,6.76,8.156,9.981,20,50,70,2007,Forward,5v5
"VASICEK, JOSEF",NY Islanders,1001:02:00,12,13,7,25,103,154,198,11.65,0.719,0.779,0.42,1.5,6.17,9.23,11.868,37.5,40.6,78.1,2007,Forward,5v5
"HARTIGAN, MARK",Detroit,160:10:00,3,1,0,4,19,24,26,15.79,1.124,0.375,0,1.5,7.12,8.991,9.74,60,20,80,2007,Forward,5v5
"GAUSTAD, PAUL",Buffalo,1003:05:00,5,20,11,25,90,115,139,5.56,0.299,1.196,0.658,1.5,5.38,6.879,8.314,15.2,60.6,75.8,2007,Forward,5v5
"ROBERTS, GARY",Pittsburgh,401:28:00,1,9,6,10,26,35,44,3.85,0.149,1.345,0.897,1.49,3.89,5.231,6.576,9.1,81.8,90.9,2007,Forward,5v5
"PISANI, FERNANDO",Edmonton,643:44:00,8,8,3,16,72,93,129,11.11,0.746,0.746,0.28,1.49,6.71,8.668,12.024,33.3,33.3,66.7,2007,Forward,5v5
"TOLPEKO, DENIS",Philadelphia,201:31:00,1,4,2,5,23,37,45,4.35,0.298,1.191,0.596,1.49,6.85,11.017,13.398,20,80,100,2007,Forward,5v5
"KOZLOV, VYACHESLAV",Winnipeg,1008:24:00,12,13,8,25,110,159,201,10.91,0.714,0.773,0.476,1.49,6.54,9.46,11.96,37.5,40.6,78.1,2007,Forward,5v5
"ARNASON, TYLER",Colorado,848:12:00,7,14,9,21,128,160,196,5.47,0.495,0.99,0.637,1.49,9.05,11.318,13.865,24.1,48.3,72.4,2007,Forward,5v5
"CHRISTENSEN, ERIK",Winnipeg,606:05:00,8,7,3,15,88,126,165,9.09,0.792,0.693,0.297,1.48,8.71,12.473,16.334,36.4,31.8,68.2,2007,Forward,5v5
"SMOLINSKI, BRYAN",Montreal,647:10:00,6,10,4,16,73,105,138,8.22,0.556,0.927,0.371,1.48,6.77,9.735,12.794,28.6,47.6,76.2,2007,Forward,5v5
"CARCILLO, DAN",Phoenix,606:43:00,9,6,4,15,87,125,148,10.34,0.89,0.593,0.396,1.48,8.6,12.362,14.636,50,33.3,83.3,2007,Forward,5v5
"DEVEREAUX, BOYD",Toronto,688:34:00,6,11,7,17,71,99,127,8.45,0.523,0.959,0.61,1.48,6.19,8.627,11.066,23.1,42.3,65.4,2007,Forward,5v5
"WALKER, SCOTT",Carolina,689:09:00,7,10,7,17,86,125,146,8.14,0.609,0.871,0.609,1.48,7.49,10.883,12.711,28,40,68,2007,Forward,5v5
"BERGENHEIM, SEAN",NY Islanders,811:54:00,9,11,5,20,141,186,228,6.38,0.665,0.813,0.369,1.48,10.42,13.745,16.849,33.3,40.7,74.1,2007,Forward,5v5
"KOIVU, SAKU",Montreal,934:31:00,6,17,13,23,85,117,157,7.06,0.385,1.091,0.835,1.48,5.46,7.512,10.08,17.6,50,67.7,2007,Forward,5v5
"DUPUIS, PASCAL",Pittsburgh,935:31:00,9,14,9,23,117,154,198,7.69,0.577,0.898,0.577,1.48,7.5,9.877,12.699,27.3,42.4,69.7,2007,Forward,5v5
"OLESZ, ROSTISLAV",Florida,654:52:00,9,7,4,16,101,134,155,8.91,0.825,0.641,0.366,1.47,9.25,12.277,14.201,42.9,33.3,76.2,2007,Forward,5v5
"KENNEDY, TYLER",Pittsburgh,576:55:00,9,5,2,14,94,124,155,9.57,0.936,0.52,0.208,1.46,9.78,12.896,16.12,50,27.8,77.8,2007,Forward,5v5
"HAMILTON, JEFFREY",Carolina,329:43:00,2,6,3,8,46,62,87,4.35,0.364,1.092,0.546,1.46,8.37,11.282,15.832,22.2,66.7,88.9,2007,Forward,5v5
"CHIPCHURA, KYLE",Montreal,330:25:00,4,4,3,8,31,37,56,12.9,0.726,0.726,0.545,1.45,5.63,6.719,10.169,44.4,44.4,88.9,2007,Forward,5v5
"FLEISCHMANN, TOMAS",Washington,785:48:00,8,11,7,19,83,118,151,9.64,0.611,0.84,0.534,1.45,6.34,9.01,11.53,25,34.4,59.4,2007,Forward,5v5
"MCAMMOND, DEAN",Ottawa,661:42:00,6,10,5,16,58,80,110,10.34,0.544,0.907,0.453,1.45,5.26,7.254,9.974,25,41.7,66.7,2007,Forward,5v5
"LUCIC, MILAN",Boston,833:51:00,5,15,9,20,77,111,137,6.49,0.36,1.079,0.648,1.44,5.54,7.987,9.858,20,60,80,2007,Forward,5v5
"MODANO, MIKE",Dallas,1000:44:00,12,12,8,24,116,165,213,10.34,0.72,0.72,0.48,1.44,6.95,9.893,12.771,40,40,80,2007,Forward,5v5
"SILLINGER, MIKE",NY Islanders,626:30:00,9,6,6,15,65,90,110,13.85,0.862,0.575,0.575,1.44,6.23,8.619,10.535,45,30,75,2007,Forward,5v5
"GIONTA, BRIAN",New Jersey,1045:59:00,11,14,10,25,173,243,297,6.36,0.631,0.803,0.574,1.43,9.92,13.939,17.037,32.4,41.2,73.5,2007,Forward,5v5
"TLUSTY, JIRI",Toronto,586:17:00,8,6,3,14,65,95,120,12.31,0.819,0.614,0.307,1.43,6.65,9.722,12.281,42.1,31.6,73.7,2007,Forward,5v5
"POHL, JOHN",Toronto,209:25:00,1,4,2,5,19,29,41,5.26,0.286,1.146,0.573,1.43,5.44,8.309,11.747,16.7,66.7,83.3,2007,Forward,5v5
"BURROWS, ALEX",Vancouver,922:43:00,7,15,10,22,108,154,191,6.48,0.455,0.975,0.65,1.43,7.02,10.014,12.42,22.6,48.4,71,2007,Forward,5v5
"PARK, RICHARD",NY Islanders,838:57:00,6,14,7,20,89,122,154,6.74,0.429,1.001,0.501,1.43,6.37,8.725,11.014,18.7,43.7,62.5,2007,Forward,5v5
"RUUTU, JARKKO",Pittsburgh,630:41:00,5,10,7,15,50,77,99,10,0.476,0.951,0.666,1.43,4.76,7.325,9.418,26.3,52.6,78.9,2007,Forward,5v5
"FILPPULA, VALTTERI",Detroit,1014:33:00,15,9,7,24,90,118,142,16.67,0.887,0.532,0.414,1.42,5.32,6.979,8.398,36.6,22,58.5,2007,Forward,5v5
"RECCHI, MARK",Winnipeg,930:35:00,6,16,9,22,67,88,109,8.96,0.387,1.032,0.58,1.42,4.32,5.674,7.028,18.8,50,68.8,2007,Forward,5v5
"CHEECHOO, JONATHAN",San Jose,846:59:00,13,7,4,20,148,192,231,8.78,0.921,0.496,0.283,1.42,10.48,13.601,16.364,36.1,19.4,55.6,2007,Forward,5v5
"MCCLEMENT, JAY",St. Louis,890:17:00,7,14,8,21,96,120,146,7.29,0.472,0.944,0.539,1.42,6.47,8.087,9.84,24.1,48.3,72.4,2007,Forward,5v5
"WALZ, WES",Minnesota,127:24:00,1,2,1,3,9,13,15,11.11,0.471,0.942,0.471,1.41,4.24,6.122,7.064,25,50,75,2007,Forward,5v5
"COMRIE, MIKE",NY Islanders,1065:08:00,15,10,7,25,140,166,214,10.71,0.845,0.563,0.394,1.41,7.89,9.351,12.055,37.5,25,62.5,2007,Forward,5v5
"HOLIK, BOBBY",Winnipeg,1023:01:00,11,13,6,24,110,149,194,10,0.645,0.762,0.352,1.41,6.45,8.739,11.378,31.4,37.1,68.6,2007,Forward,5v5
"TOOTOO, JORDIN",Nashville,597:21:00,9,5,4,14,95,138,181,9.47,0.904,0.502,0.402,1.41,9.54,13.861,18.18,50,27.8,77.8,2007,Forward,5v5
"FEDOROV, SERGEI",Washington,770:01:00,4,14,11,18,72,110,140,5.56,0.312,1.091,0.857,1.4,5.61,8.571,10.909,19.1,66.7,85.7,2007,Forward,5v5
"PELTONEN, VILLE",Florida,684:49:00,4,12,9,16,89,115,133,4.49,0.35,1.051,0.788,1.4,7.8,10.076,11.653,15.4,46.2,61.5,2007,Forward,5v5
"GELINAS, MARTIN",Nashville,645:26:00,5,10,9,15,98,133,149,5.1,0.465,0.93,0.837,1.39,9.11,12.364,13.851,23.8,47.6,71.4,2007,Forward,5v5
"MAYERS, JAMAL",St. Louis,905:30:00,8,13,10,21,120,159,188,6.67,0.53,0.861,0.663,1.39,7.95,10.536,12.457,29.6,48.1,77.8,2007,Forward,5v5
"AXELSSON, PJ",Boston,993:52:00,11,12,7,23,87,127,166,12.64,0.664,0.724,0.423,1.39,5.25,7.667,10.021,28.9,31.6,60.5,2007,Forward,5v5
"LARAQUE, GEORGES",Pittsburgh,518:57:00,4,8,3,12,27,36,45,14.81,0.463,0.925,0.347,1.39,3.12,4.162,5.203,25,50,75,2007,Forward,5v5
"ROLSTON, BRIAN",Minnesota,1041:21:00,16,8,3,24,168,237,298,9.52,0.922,0.461,0.173,1.38,9.68,13.655,17.17,50,25,75,2007,Forward,5v5
"CHIMERA, JASON",Columbus,1002:45:00,10,13,8,23,144,184,228,6.94,0.598,0.778,0.479,1.38,8.62,11.01,13.643,34.5,44.8,79.3,2007,Forward,5v5
"HARTNELL, SCOTT",Philadelphia,1003:19:00,8,15,11,23,130,171,212,6.15,0.478,0.897,0.658,1.38,7.77,10.226,12.678,21.6,40.5,62.2,2007,Forward,5v5
"WILLSIE, BRIAN",Los Angeles,526:30:00,4,8,4,12,60,84,109,6.67,0.456,0.912,0.456,1.37,6.84,9.573,12.422,21.1,42.1,63.2,2007,Forward,5v5
"ZEDNIK, RICHARD",Florida,746:52:00,9,8,6,17,101,138,170,8.91,0.723,0.643,0.482,1.37,8.11,11.086,13.657,32.1,28.6,60.7,2007,Forward,5v5
"NIELSEN, FRANS",NY Islanders,132:00:00,2,1,0,3,17,23,28,11.76,0.909,0.455,0,1.36,7.73,10.454,12.727,50,25,75,2007,Forward,5v5
"LAICH, BROOKS",Washington,792:25:00,9,9,8,18,91,117,147,9.89,0.681,0.681,0.606,1.36,6.89,8.859,11.13,42.9,42.9,85.7,2007,Forward,5v5
"TUCKER, DARCY",Toronto,881:01:00,9,11,8,20,93,136,178,9.68,0.613,0.749,0.545,1.36,6.33,9.262,12.122,31,37.9,69,2007,Forward,5v5
"MURRAY, ANDREW",Columbus,396:53:00,6,3,0,9,41,55,62,14.63,0.907,0.454,0,1.36,6.2,8.315,9.373,37.5,18.7,56.2,2007,Forward,5v5
"NOLAN, OWEN",Calgary,927:26:00,12,9,9,21,128,180,228,9.38,0.776,0.582,0.582,1.36,8.28,11.645,14.75,35.3,26.5,61.8,2007,Forward,5v5
"PRIMEAU, WAYNE",Calgary,442:17:00,3,7,4,10,37,52,62,8.11,0.407,0.95,0.543,1.36,5.02,7.054,8.411,23.1,53.8,76.9,2007,Forward,5v5
"BOCHENSKI, BRANDON",Nashville,398:35:00,1,8,3,9,41,57,75,2.44,0.15,1.204,0.452,1.35,6.17,8.58,11.29,7.7,61.5,69.2,2007,Forward,5v5
"LAPERRIERE, IAN",Colorado,756:59:00,4,13,6,17,62,80,92,6.45,0.317,1.03,0.476,1.35,4.91,6.341,7.292,19,61.9,81,2007,Forward,5v5
"CARTER, JEFF",Philadelphia,1028:40:00,14,9,5,23,165,238,308,8.48,0.817,0.525,0.292,1.34,9.62,13.882,17.965,35,22.5,57.5,2007,Forward,5v5
"CALDER, KYLE",Los Angeles,626:27:00,4,10,5,14,55,71,90,7.27,0.383,0.958,0.479,1.34,5.27,6.8,8.62,19,47.6,66.7,2007,Forward,5v5
"KESLER, RYAN",Vancouver,987:14:00,11,11,5,22,123,163,205,8.94,0.668,0.668,0.304,1.34,7.48,9.906,12.459,34.4,34.4,68.7,2007,Forward,5v5
"KOBASEW, CHUCK",Boston,900:10:00,9,11,8,20,98,122,146,9.18,0.6,0.733,0.533,1.33,6.53,8.132,9.732,28.1,34.4,62.5,2007,Forward,5v5
"HILBERT, ANDY",NY Islanders,723:11:00,8,8,5,16,109,146,173,7.34,0.664,0.664,0.415,1.33,9.04,12.113,14.353,32,32,64,2007,Forward,5v5
"COMEAU, BLAKE",NY Islanders,543:55:00,6,6,5,12,59,78,107,10.17,0.662,0.662,0.552,1.32,6.51,8.604,11.803,30,30,60,2007,Forward,5v5
"KNUBLE, MIKE",Philadelphia,999:32:00,12,10,6,22,107,148,177,11.21,0.72,0.6,0.36,1.32,6.42,8.884,10.625,34.3,28.6,62.9,2007,Forward,5v5
"SHEPPARD, JAMES",Minnesota,730:07:00,4,12,6,16,52,76,97,7.69,0.329,0.986,0.493,1.31,4.27,6.246,7.971,17.4,52.2,69.6,2007,Forward,5v5
"POULIOT, MARC-ANTOINE",Edmonton,228:26:00,1,4,3,5,29,45,55,3.45,0.263,1.051,0.788,1.31,7.62,11.82,14.446,11.1,44.4,55.6,2007,Forward,5v5
"DANDENAULT, MATHIEU",Montreal,595:25:00,8,5,3,13,65,92,110,12.31,0.806,0.504,0.302,1.31,6.55,9.271,11.085,50,31.2,81.3,2007,Forward,5v5
"BRADLEY, MATT",Washington,689:00:00,5,10,6,15,100,126,158,5,0.435,0.871,0.522,1.31,8.71,10.972,13.759,25,50,75,2007,Forward,5v5
"PAVELSKI, JOE",San Jose,830:32:00,9,9,9,18,138,181,214,6.52,0.65,0.65,0.65,1.3,9.97,13.076,15.46,32.1,32.1,64.3,2007,Forward,5v5
"PRUCHA, PETR",NY Rangers,600:19:00,5,8,2,13,72,102,133,6.94,0.5,0.8,0.2,1.3,7.2,10.195,13.293,26.3,42.1,68.4,2007,Forward,5v5
"REASONER, MARTY",Edmonton,880:38:00,9,10,5,19,93,141,178,9.68,0.613,0.681,0.341,1.29,6.34,9.607,12.128,33.3,37,70.4,2007,Forward,5v5
